time,ego_collision,done,x,y,theta,requested_speed,steering_angle
1779542749.967660,0,1,1.635386,0.209419,6.258564,1.000000,-0.002074
1779542749.978006,0,1,1.645381,0.209089,6.257988,1.000000,-0.001346
1779542749.987680,0,1,1.655376,0.208769,6.257603,1.000000,-0.001346
1779542749.997511,0,1,1.665370,0.208429,6.257027,1.000000,-0.001346
1779542750.007743,0,1,1.675365,0.208099,6.256642,1.000000,-0.000968
1779542750.017626,0,1,1.685359,0.207750,6.256066,1.000000,-0.000968
1779542750.028310,0,1,1.695353,0.207410,6.255681,1.000000,-0.000226
1779542750.037625,0,1,1.705346,0.207051,6.255105,1.000000,-0.000226
1779542750.048121,0,1,1.715340,0.206702,6.254720,1.000000,-0.000226
1779542750.057768,0,1,1.725333,0.206334,6.254144,1.000000,0.000076
1779542750.067910,0,1,1.735327,0.205974,6.253759,1.000000,0.000076
1779542750.077585,0,1,1.745320,0.205597,6.253183,1.000000,0.000076
1779542750.087960,0,1,1.755313,0.205240,6.252921,1.000000,0.001281
1779542750.097596,0,1,1.765308,0.204904,6.252822,1.000000,0.001281
1779542750.107870,0,1,1.775303,0.204593,6.252905,1.000000,0.001281
1779542750.118190,0,1,1.785299,0.204329,6.253363,1.000000,0.001547
1779542750.128165,0,1,1.795296,0.204074,6.253701,1.000000,0.001547
1779542750.137987,0,1,1.805294,0.203848,6.254255,1.000000,0.002238
1779542750.148144,0,1,1.815291,0.203618,6.254630,1.000000,0.002238
1779542750.158025,0,1,1.825289,0.203411,6.255200,1.000000,0.002238
1779542750.167747,0,1,1.835287,0.203197,6.255582,1.000000,0.001123
1779542750.177995,0,1,1.845285,0.203002,6.256156,1.000000,0.001123
1779542750.188141,0,1,1.855283,0.202800,6.256541,1.000000,0.001123
1779542750.197921,0,1,1.865281,0.202616,6.257116,1.000000,-0.000586
1779542750.207855,0,1,1.875279,0.202424,6.257501,1.000000,-0.000586
1779542750.218215,0,1,1.885278,0.202251,6.258076,1.000000,-0.001859
1779542750.227874,0,1,1.895275,0.202044,6.258216,1.000000,-0.001859
1779542750.238163,0,1,1.905272,0.201777,6.257839,1.000000,-0.001859
1779542750.247705,0,1,1.915268,0.201494,6.257533,1.000000,-0.003235
1779542750.258167,0,1,1.925263,0.201176,6.256993,1.000000,-0.003235
1779542750.267971,0,1,1.935258,0.200859,6.256623,1.000000,-0.003235
1779542750.277895,0,1,1.945252,0.200518,6.256056,1.000000,-0.004239
1779542750.288224,0,1,1.955246,0.200182,6.255675,1.000000,-0.004239
1779542750.297644,0,1,1.965240,0.199826,6.255102,1.000000,-0.004239
1779542750.307610,0,1,1.975234,0.199478,6.254718,1.000000,-0.003901
1779542750.318274,0,1,1.985227,0.199111,6.254143,1.000000,-0.003901
1779542750.328179,0,1,1.995221,0.198753,6.253758,1.000000,-0.003901
1779542750.337907,0,1,2.005214,0.198375,6.253183,1.000000,-0.002973
1779542750.347987,0,1,2.015207,0.198007,6.252798,1.000000,-0.002973
1779542750.357915,0,1,2.025199,0.197619,6.252222,1.000000,-0.002266
1779542750.367725,0,1,2.035192,0.197241,6.251837,1.000000,-0.002266
1779542750.378206,0,1,2.045184,0.196844,6.251261,1.000000,-0.002266
1779542750.388124,0,1,2.055177,0.196456,6.250876,1.000000,-0.001115
1779542750.397807,0,1,2.065168,0.196050,6.250300,1.000000,-0.001115
1779542750.408232,0,1,2.075160,0.195652,6.249915,1.000000,-0.001115
1779542750.417870,0,1,2.085152,0.195236,6.249339,1.000000,-0.000371
1779542750.427960,0,1,2.095143,0.194828,6.248954,1.000000,-0.000371
1779542750.438242,0,1,2.105134,0.194403,6.248378,1.000000,-0.000371
1779542750.447572,0,1,2.115126,0.193986,6.247993,1.000000,-0.000684
1779542750.458205,0,1,2.125116,0.193551,6.247417,1.000000,-0.000684
1779542750.467598,0,1,2.135107,0.193124,6.247032,1.000000,0.000085
1779542750.478135,0,1,2.145097,0.192679,6.246456,1.000000,0.000085
1779542750.487558,0,1,2.155088,0.192255,6.246194,1.000000,0.000085
1779542750.498119,0,1,2.165080,0.191852,6.246095,1.000000,0.000049
1779542750.508012,0,1,2.175072,0.191462,6.246055,1.000000,0.000049
1779542750.518125,0,1,2.185065,0.191080,6.246037,1.000000,0.000049
1779542750.527752,0,1,2.195058,0.190701,6.246029,1.000000,0.001344
1779542750.537750,0,1,2.205051,0.190326,6.246025,1.000000,0.001344
1779542750.547865,0,1,2.215044,0.189964,6.246146,1.000000,0.001344
1779542750.557704,0,1,2.225039,0.189643,6.246621,1.000000,0.000899
1779542750.568109,0,1,2.235034,0.189326,6.246965,1.000000,0.000899
1779542750.578100,0,1,2.245030,0.189035,6.247523,1.000000,0.001013
1779542750.588037,0,1,2.255026,0.188741,6.247900,1.000000,0.001013
1779542750.598047,0,1,2.265022,0.188467,6.248471,1.000000,0.001013
1779542750.608009,0,1,2.275018,0.188187,6.248855,1.000000,-0.000085
1779542750.618222,0,1,2.285015,0.187926,6.249429,1.000000,-0.000085
1779542750.628175,0,1,2.295011,0.187644,6.249690,1.000000,-0.000858
1779542750.637872,0,1,2.305006,0.187342,6.249789,1.000000,-0.000858
1779542750.648016,0,1,2.315001,0.187015,6.249706,1.000000,-0.000858
1779542750.657836,0,1,2.324994,0.186641,6.249247,1.000000,-0.002473
1779542750.667939,0,1,2.334986,0.186259,6.248910,1.000000,-0.002473
1779542750.677814,0,1,2.344978,0.185848,6.248356,1.000000,-0.002473
1779542750.687942,0,1,2.354970,0.185440,6.247981,1.000000,-0.003390
1779542750.697968,0,1,2.364960,0.185010,6.247411,1.000000,-0.003390
1779542750.707761,0,1,2.374951,0.184586,6.247028,1.000000,-0.003441
1779542750.717599,0,1,2.384941,0.184143,6.246454,1.000000,-0.003441
1779542750.727839,0,1,2.394932,0.183708,6.246070,1.000000,-0.002809
1779542750.737841,0,1,2.404922,0.183254,6.245495,1.000000,-0.002809
1779542750.748052,0,1,2.414912,0.182809,6.245109,1.000000,-0.002809
1779542750.758001,0,1,2.424901,0.182345,6.244534,1.000000,-0.002429
1779542750.769839,0,1,2.434891,0.181890,6.244149,1.000000,-0.002429
1779542750.777935,0,1,2.444879,0.181416,6.243573,1.000000,-0.002429
1779542750.788855,0,1,2.454869,0.180952,6.243188,1.000000,-0.001264
1779542750.798161,0,1,2.464857,0.180468,6.242612,1.000000,-0.001264
1779542750.807956,0,1,2.474846,0.179994,6.242227,1.000000,-0.001264
