time,x,y,yaw,v_actual,v_cmd,e_y,e_psi,control_e_y,control_e_psi,filtered_e_y,filtered_e_psi,curvature_ref,curvature_preview,delta_raw,delta_rate_limited,delta_feedback,delta_feedforward,delta_cmd,lqr_k_y,lqr_k_psi,closest_idx,segment_idx,segment_t,compute_time_ms
1779721370.726964,-0.007477,5.000000,3.140534,0.091483,0.231916,-0.001362,-0.167050,-0.001362,-0.167050,-0.001362,-0.167050,-2.450463,2.450463,-0.555113,1,0.125178,-0.680291,-0.211980,0.611682,0.744360,4,3,0.759756,1.071596
1779721370.730963,-0.007477,5.000000,3.140534,0.091483,0.235915,-0.001362,-0.167050,-0.001362,-0.167050,-0.001362,-0.167050,-2.450463,2.450463,-0.555113,1,0.125178,-0.680291,-0.219978,0.611683,0.744361,4,3,0.759756,1.004247
1779721370.735313,-0.008426,5.000001,3.140023,0.098350,0.240265,-0.001525,-0.165119,-0.001525,-0.165119,-0.001525,-0.165119,-2.176288,2.176288,-0.499270,1,0.123837,-0.623107,-0.228678,0.611622,0.744341,4,3,0.950255,1.026546
1779721370.738986,-0.008426,5.000001,3.140023,0.098350,0.243938,-0.001525,-0.165119,-0.001525,-0.165119,-0.001525,-0.165119,-2.176288,2.176288,-0.499264,1,0.123844,-0.623107,-0.236024,0.611739,0.744379,4,3,0.950255,1.049727
1779721370.742987,-0.008426,5.000001,3.140023,0.098350,0.247939,-0.001525,-0.165119,-0.001525,-0.165119,-0.001525,-0.165119,-2.176288,2.176288,-0.499267,1,0.123841,-0.623107,-0.244026,0.611682,0.744360,4,3,0.950255,1.010018
1779721370.746962,-0.009445,5.000003,3.139371,0.105463,0.251914,-0.001690,-0.163827,-0.001690,-0.163827,-0.001690,-0.163827,-2.034131,2.034131,-0.468478,1,0.122981,-0.591458,-0.251976,0.611687,0.744362,4,4,0.100623,1.018248
1779721370.750990,-0.009445,5.000003,3.139371,0.105463,0.255942,-0.001690,-0.163827,-0.001690,-0.163827,-0.001690,-0.163827,-2.034131,2.034131,-0.468479,1,0.122980,-0.591458,-0.260032,0.611672,0.744357,4,4,0.100623,1.077303
1779721370.755325,-0.010536,5.000006,3.138674,0.112619,0.260277,-0.001864,-0.162728,-0.001864,-0.162728,-0.001864,-0.162728,-1.937040,1.937040,-0.446773,1,0.122264,-0.569037,-0.268702,0.611607,0.744336,4,4,0.239079,1.112655
1779721370.758961,-0.010536,5.000006,3.138674,0.112619,0.263914,-0.001864,-0.162728,-0.001864,-0.162728,-0.001864,-0.162728,-1.937040,1.937040,-0.446767,1,0.122270,-0.569037,-0.275975,0.611719,0.744373,4,4,0.239079,2.131983
1779721370.763070,-0.010536,5.000006,3.138674,0.112619,0.268023,-0.001864,-0.162728,-0.001864,-0.162728,-0.001864,-0.162728,-1.937040,1.937040,-0.446772,1,0.122265,-0.569037,-0.284193,0.611624,0.744341,4,4,0.239079,2.077418
