time,mode,obstacle_count,chosen_offset,speed_limit,min_obstacle_clearance,candidate_count,collision_free_count
1779543154.328121,pass_through,0,0.000,1.000,inf,1,1
1779543154.378143,pass_through,0,0.000,1.000,inf,1,1
1779543154.428152,pass_through,0,0.000,1.000,inf,1,1
1779543154.478157,pass_through,0,0.000,1.000,inf,1,1
1779543154.528182,pass_through,0,0.000,1.000,inf,1,1
1779543154.578115,pass_through,0,0.000,1.000,inf,1,1
1779543154.628180,pass_through,0,0.000,1.000,inf,1,1
1779543154.678170,pass_through,0,0.000,1.000,inf,1,1
1779543154.783676,pass_through,0,0.000,1.000,inf,1,1
1779543154.828308,pass_through,0,0.000,1.000,inf,1,1
1779543154.878118,pass_through,0,0.000,1.000,inf,1,1
1779543154.928198,pass_through,0,0.000,1.000,inf,1,1
1779543154.978131,pass_through,0,0.000,1.000,inf,1,1
1779543155.028177,pass_through,0,0.000,1.000,inf,1,1
1779543155.078175,pass_through,0,0.000,1.000,inf,1,1
1779543155.128270,pass_through,0,0.000,1.000,inf,1,1
1779543155.178151,pass_through,0,0.000,1.000,inf,1,1
1779543155.298691,pass_through,0,0.000,1.000,inf,1,1
1779543155.328234,pass_through,0,0.000,1.000,inf,1,1
1779543155.378104,pass_through,0,0.000,1.000,inf,1,1
1779543155.428125,pass_through,0,0.000,1.000,inf,1,1
1779543155.478240,pass_through,0,0.000,1.000,inf,1,1
1779543155.528143,pass_through,0,0.000,1.000,inf,1,1
1779543155.578207,pass_through,0,0.000,1.000,inf,1,1
1779543155.628195,pass_through,0,0.000,1.000,inf,1,1
1779543155.678176,pass_through,0,0.000,1.000,inf,1,1
1779543155.801267,pass_through,0,0.000,1.000,inf,1,1
1779543155.828151,pass_through,0,0.000,1.000,inf,1,1
1779543155.878184,pass_through,0,0.000,1.000,inf,1,1
1779543155.928082,pass_through,0,0.000,1.000,inf,1,1
1779543155.978130,pass_through,0,0.000,1.000,inf,1,1
1779543156.028297,pass_through,0,0.000,1.000,inf,1,1
1779543156.078241,pass_through,0,0.000,1.000,inf,1,1
1779543156.128179,pass_through,0,0.000,1.000,inf,1,1
1779543156.178199,pass_through,0,0.000,1.000,inf,1,1
1779543156.280366,pass_through,0,0.000,1.000,inf,1,1
1779543156.328412,pass_through,0,0.000,1.000,inf,1,1
1779543156.378124,pass_through,0,0.000,1.000,inf,1,1
1779543156.428436,pass_through,0,0.000,1.000,inf,1,1
1779543156.478208,pass_through,0,0.000,1.000,inf,1,1
1779543156.528304,pass_through,0,0.000,1.000,inf,1,1
1779543156.578094,pass_through,0,0.000,1.000,inf,1,1
1779543156.628377,pass_through,0,0.000,1.000,inf,1,1
1779543156.678250,pass_through,0,0.000,1.000,inf,1,1
1779543156.799753,pass_through,0,0.000,1.000,inf,1,1
1779543156.828094,pass_through,0,0.000,1.000,inf,1,1
1779543156.878169,pass_through,0,0.000,1.000,inf,1,1
1779543156.928301,pass_through,0,0.000,1.000,inf,1,1
1779543156.978163,pass_through,0,0.000,1.000,inf,1,1
1779543157.028324,pass_through,0,0.000,1.000,inf,1,1
1779543157.078140,pass_through,0,0.000,1.000,inf,1,1
1779543157.128278,pass_through,0,0.000,1.000,inf,1,1
1779543157.178110,pass_through,0,0.000,1.000,inf,1,1
1779543157.321261,pass_through,0,0.000,1.000,inf,1,1
1779543157.346343,pass_through,0,0.000,1.000,inf,1,1
1779543157.378146,pass_through,0,0.000,1.000,inf,1,1
1779543157.428164,pass_through,0,0.000,1.000,inf,1,1
1779543157.478184,pass_through,0,0.000,1.000,inf,1,1
1779543157.528145,pass_through,0,0.000,1.000,inf,1,1
1779543157.578149,pass_through,0,0.000,1.000,inf,1,1
1779543157.628350,pass_through,0,0.000,1.000,inf,1,1
1779543157.678190,pass_through,0,0.000,1.000,inf,1,1
1779543157.790525,pass_through,0,0.000,1.000,inf,1,1
1779543157.828466,pass_through,0,0.000,1.000,inf,1,1
1779543157.878181,pass_through,0,0.000,1.000,inf,1,1
1779543157.928181,pass_through,0,0.000,1.000,inf,1,1
1779543157.978218,pass_through,0,0.000,1.000,inf,1,1
1779543158.028248,pass_through,0,0.000,1.000,inf,1,1
1779543158.078210,pass_through,0,0.000,1.000,inf,1,1
1779543158.128263,pass_through,0,0.000,1.000,inf,1,1
1779543158.178104,pass_through,0,0.000,1.000,inf,1,1
1779543158.333858,pass_through,0,0.000,1.000,inf,1,1
1779543158.378269,pass_through,0,0.000,1.000,inf,1,1
1779543158.428478,pass_through,0,0.000,1.000,inf,1,1
1779543158.478117,pass_through,0,0.000,1.000,inf,1,1
1779543158.528226,pass_through,0,0.000,1.000,inf,1,1
1779543158.578111,pass_through,0,0.000,1.000,inf,1,1
1779543158.628165,pass_through,0,0.000,1.000,inf,1,1
1779543158.678235,pass_through,0,0.000,1.000,inf,1,1
