time,mode,obstacle_count,chosen_offset,speed_limit,min_obstacle_clearance,candidate_count,collision_free_count
1779542863.772874,pass_through,0,0.000,1.500,inf,1,1
1779542863.814200,pass_through,0,0.000,1.500,inf,1,1
1779542863.863788,pass_through,0,0.000,1.500,inf,1,1
1779542863.913919,pass_through,0,0.000,1.500,inf,1,1
1779542863.963819,pass_through,0,0.000,1.500,inf,1,1
1779542864.013661,pass_through,0,0.000,1.500,inf,1,1
1779542864.063773,pass_through,0,0.000,1.500,inf,1,1
1779542864.113775,pass_through,0,0.000,1.500,inf,1,1
1779542864.236229,pass_through,0,0.000,1.500,inf,1,1
1779542864.264291,pass_through,0,0.000,1.500,inf,1,1
1779542864.313760,pass_through,0,0.000,1.500,inf,1,1
1779542864.364932,pass_through,0,0.000,1.500,inf,1,1
1779542864.413684,pass_through,0,0.000,1.500,inf,1,1
1779542864.463784,pass_through,0,0.000,1.500,inf,1,1
1779542864.513721,pass_through,0,0.000,1.500,inf,1,1
1779542864.563825,pass_through,0,0.000,1.500,inf,1,1
1779542864.613685,avoid,1,0.950,0.750,0.345,29,16
1779542865.060110,avoid,1,0.950,0.750,0.345,29,16
1779542865.417680,avoid,1,0.950,0.750,0.353,29,16
1779542865.686731,avoid,1,0.950,0.750,0.348,29,16
1779542866.038489,avoid,1,0.950,0.750,0.347,29,16
1779542866.347748,avoid,1,0.950,0.750,0.345,29,16
1779542866.758839,avoid,1,0.950,0.750,0.346,29,16
1779542867.063313,avoid,1,0.950,0.750,0.345,29,16
1779542867.352405,avoid,1,0.950,0.750,0.346,29,16
1779542867.752062,avoid,1,0.950,0.750,0.345,29,16
1779542868.037907,pass_through,0,0.000,1.500,inf,1,1
1779542868.063746,pass_through,0,0.000,1.500,inf,1,1
1779542868.113732,pass_through,0,0.000,1.500,inf,1,1
1779542868.227524,pass_through,0,0.000,1.500,inf,1,1
1779542868.263773,pass_through,0,0.000,1.500,inf,1,1
1779542868.313762,pass_through,0,0.000,1.500,inf,1,1
1779542868.363850,pass_through,0,0.000,1.500,inf,1,1
1779542868.413910,pass_through,0,0.000,1.500,inf,1,1
1779542868.463772,pass_through,0,0.000,1.500,inf,1,1
1779542868.513727,pass_through,0,0.000,1.500,inf,1,1
1779542868.563817,pass_through,0,0.000,1.500,inf,1,1
1779542868.613763,pass_through,0,0.000,1.500,inf,1,1
1779542868.770731,pass_through,0,0.000,1.500,inf,1,1
1779542868.814423,pass_through,0,0.000,1.500,inf,1,1
1779542868.863751,pass_through,0,0.000,1.500,inf,1,1
